agency,sector_no,sector_name,nbhd_no,nbhd_name,rent,charges,provisions,fees,deposit,energy_rating,gas_rating,area,rooms,entrance,duplex,livingroom,livingroom_area,equipped_kitchen,openplan_kitchen,bedrooms,bathrooms,shower_rooms,toilets,separate_toilet,balcony,terraces,wooden_floor,fireplace,storage,heating,parking,cellar,pool,apt_flr_nb,furnished,renovated,elevator,intercom,digital_code,view,caretaker,reduced_mobility,metro,tram,bus,logrent
climex gestion - transactions,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,445,CC,35.0,282.0,410.0,351.0,19.0,21.72,1,0,0,0,0,0,0,0,1,0,1.0,1,0,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.100318952020064
None,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,432,CC,100.0,392.6,332.0,40.0,10.0,30.2,1,1,0,0,0,1,0,0,0,1,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,6.07073772800249
None,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,580,CC,0.0,0.0,564.0,202.0,10.0,17.0,1,0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.364750756851911
stlimmo,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,817,CC,75.0,812.0,705.0,72.5,9.0,64.7,3,0,0,0,0,1,1,2,0,1,1.0,0,0,0,0,0,1,individual_gas,1,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,6.706862336602747
toul'house immobilier,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,706,CC,100.0,442.0,606.0,230.0,35.0,34.0,2,0,0,0,0,1,0,1,1,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.561030665896573
faivre immobilier,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,564,CC,60.0,362.88,504.0,36.0,8.0,43.1,2,1,0,1,18,0,0,1,0,0,1.0,0,0,0,0,0,1,individual_gas,1,0,0,4.0,0,0,1,0,0,0,0,0,0,0,0,6.336825731146441
grand sud immobilier,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,650,CC,40.0,0.0,1220.0,154.0,6.0,35.0,2,0,0,0,0,1,0,1,1,0,1.0,0,1,0,0,0,0,individual_electrical,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,0,6.478509642208569
toul'house immobilier,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,445,CC,45.0,325.0,0.0,184.5,13.0,25.0,1,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.100318952020064
agence du taur,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,765,CC,110.0,589.0,655.0,120.0,28.0,80.0,4,1,0,0,0,0,0,3,1,0,1.0,1,0,0,0,0,1,individual_gas,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,1,6.641182169740591
square habitat,sector2,TOULOUSE RIVE GAUCHE,n2_1,Saint-Cyprien,775,CC,90.0,808.08,684.54,261.0,13.0,62.16,3,1,0,1,0,1,0,2,1,0,1.0,1,1,0,0,0,1,individual_electrical,2,0,1,3.0,0,0,1,0,0,0,0,0,0,1,0,6.654152520183219
passion immo,sector1,TOULOUSE CENTRE,n1_3,Les Chalets/Bayard/Belfort  Saint-Aubin/Dupuy,560,CC,20.0,200.0,540.0,277.0,18.0,20.0,1,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,1.0,1,0,0,0,0,0,0,0,1,0,0,6.329720905522696
agence du taur,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,995,CC,45.0,735.0,950.0,184.5,13.0,60.0,3,1,0,0,0,1,0,2,1,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,6.903747257584598
None,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,1990,CC,240.0,1005.0,1750.0,176.0,30.0,159.0,5,1,0,1,50,0,0,4,1,1,2.0,0,0,0,0,1,1,individual_electrical,1,1,0,2.0,0,0,1,0,0,0,0,0,0,0,0,7.596392304064196
adl immobilier,sector4,TOULOUSE EST,n4_1,Lapujade - Bonnefoy - Périole - Marengo - La Colonne,780,CC,40.0,400.39,505.0,342.0,80.0,71.45,3,1,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,individual_gas,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,1,6.660575149839686
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,650,CC,0.0,0.0,630.0,184.5,13.0,22.0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,individual_electrical,0,0,0,2.0,1,0,0,0,0,0,0,0,1,0,1,6.478509642208569
le club de l'immo,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,390,CC,50.0,442.0,630.0,184.5,13.0,44.12,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1,individual_electrical,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,5.968707559985366
cabinet bedin toulouse ozenne,sector6,TOULOUSE OUEST,n6_2,Lardenne - Pradettes - Basso Cambo,559,CC,50.0,494.0,609.77,161.0,10.0,37.0,2,0,0,0,0,0,0,1,1,0,1.0,0,1,0,0,0,0,individual_electrical,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,6.327936783729195
cabinet bedin toulouse les minimes,sector4,TOULOUSE EST,n4_1,Lapujade - Bonnefoy - Périole - Marengo - La Colonne,490,CC,40.0,352.0,505.0,240.0,15.0,27.1,2,0,0,0,0,0,0,1,0,1,1.0,0,0,0,0,0,0,gas,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,6.19644412779452
elyade gerance,sector6,TOULOUSE OUEST,n6_1,Arènes Romaines - Saint Martin du Touch- Purpan,540,CC,50.0,517.01,490.0,63.0,13.0,39.77,2,0,1,0,0,1,0,1,1,1,1.0,1,0,1,0,0,0,individual_gas,1,0,0,2.0,0,0,1,0,0,0,1,0,0,0,1,6.293419278846481
patrim immobilier,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,420,CC,50.0,456.0,592.0,222.0,10.0,18.07,1,0,0,0,0,1,0,0,0,1,1.0,1,1,0,0,0,1,individual_electrical,0,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,6.042632833682381
le club de l'immo,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,490,CC,50.0,442.0,630.0,184.5,13.0,44.12,1,0,0,0,0,1,0,0,0,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,6.19644412779452
fonciere immobiliere transaction,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,537,CC,27.0,273.0,1020.0,184.5,13.0,21.0,1,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,4.0,1,0,0,0,0,0,0,0,0,0,0,6.2878585601617845
loft one,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,817,CC,75.0,812.16,705.0,43.0,10.0,64.0,3,0,0,1,0,0,0,2,1,0,1.0,0,0,0,0,0,1,gas,1,0,0,2.0,0,0,1,0,0,0,0,0,1,0,1,6.706862336602747
cabinet claude sanchez,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,827,CC,60.0,559.5,563.735,131.0,30.0,66.0,3,1,0,1,0,0,0,2,1,0,1.0,1,0,0,0,0,1,individual_electrical,0,0,0,6.0,0,0,1,1,1,0,0,0,0,0,0,6.71901315438526
loft one,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,865,CC,50.0,1063.4,806.0,184.5,13.0,81.0,4,0,0,0,0,0,1,3,1,0,1.0,1,0,1,1,0,1,gas,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,1,6.763884908562435
a2j immobilier,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,900,CC,70.0,780.0,1660.0,123.0,13.0,60.0,3,1,0,1,0,0,0,2,1,0,1.0,0,1,0,0,0,1,gas,0,0,0,3.0,1,0,1,0,0,0,0,0,1,0,0,6.803505257608338
None,sector6,TOULOUSE OUEST,n6_4,Saint Simon - Lafourguette - Oncopole,690,CC,65.0,600.0,625.0,59.0,10.0,62.31,3,1,0,1,27,1,1,2,1,0,1.0,1,0,1,1,0,1,individual_gas,1,0,0,1.0,0,1,0,0,1,1,0,1,0,0,0,6.53813982376767
sogem,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,755,CC,55.0,539.0,566.5,2.0,12.0,71.99,3,0,0,1,0,0,0,1,0,0,1.0,0,0,0,0,0,1,individual_gas,0,0,0,3.0,0,0,0,0,0,0,0,0,1,0,0,6.628041376179533
None,sector6,TOULOUSE OUEST,n6_4,Saint Simon - Lafourguette - Oncopole,692,CC,0.0,0.0,591.0,59.0,10.0,59.24,3,1,0,1,22,1,1,2,1,0,1.0,1,1,0,1,0,1,individual_gas,1,0,0,1.0,0,1,0,0,1,1,0,0,0,0,1,6.541029999189903
immo de france midi-pyrenees,sector4,TOULOUSE EST,n4_2,Jolimont - Soupetard - Roseraie - Gloire - Gramont- Amouroux,690,CC,60.0,538.98,610.0,301.0,14.0,71.0,3,0,0,0,0,1,0,2,1,0,1.0,0,0,1,0,0,1,individual_electrical,0,0,0,2.0,0,0,1,0,0,0,1,1,1,0,0,6.53813982376767
elyade gerance,sector2,TOULOUSE RIVE GAUCHE,n2_4,Casselardit - Fontaine-Bayonne - Cartoucherie,530,CC,60.0,530.0,470.0,49.0,11.0,44.85,2,1,0,1,0,0,0,1,1,1,1.0,1,1,0,0,0,1,individual_gas,0,1,0,2.0,0,0,1,0,0,0,1,0,1,1,0,6.274762021241939
amplitude immobilier,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,548,CC,75.0,576.61,580.0,32.0,7.0,43.31,2,1,0,0,0,1,1,1,1,0,1.0,1,0,1,0,0,0,individual,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,6.3080984415095305
point sud immobilier,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,770,CC,70.0,906.23,700.0,139.0,11.0,69.71,3,1,0,1,29,1,1,2,1,0,1.0,0,1,0,0,0,1,individual_gas,1,1,0,2.0,0,0,1,1,0,0,0,1,0,0,0,6.647688373563329
pure gestion locative,sector6,TOULOUSE OUEST,n6_4,Saint Simon - Lafourguette - Oncopole,570,CC,50.0,435.1,520.0,59.0,10.0,43.51,2,1,0,1,23,1,0,1,0,1,1.0,0,1,0,0,0,0,individual_gas,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,6.3473892096560105
sng extensia,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,535,CC,50.0,442.0,630.0,50.0,5.0,42.92,2,1,0,1,0,1,0,1,0,1,1.0,0,0,1,0,0,1,individual_gas,1,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,6.284134161070802
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,985,CC,70.0,662.07,1830.56,212.0,9.0,50.93,2,0,0,1,0,0,1,1,1,0,1.0,1,0,0,0,0,0,individual_electrical,0,0,0,5.0,1,0,1,1,0,0,0,0,0,0,0,6.893656354602635
None,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,403,CC,30.0,336.0,373.0,72.5,9.0,25.9,1,1,0,0,0,1,0,0,0,1,1.0,0,1,1,0,0,0,individual_electrical,1,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,6.0014148779611505
l'immobilière de toulouse,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,590,CC,90.0,509.0,500.0,51.0,11.0,46.0,2,0,0,1,29,0,1,1,1,0,1.0,0,0,1,0,0,1,individual_electrical,1,0,1,2.0,0,0,1,0,0,0,1,0,1,0,1,6.3818160174060985
None,sector6,TOULOUSE OUEST,n6_4,Saint Simon - Lafourguette - Oncopole,705,CC,80.0,819.52,625.0,54.0,13.0,63.04,3,0,0,0,0,1,0,2,1,0,1.0,0,1,1,0,0,0,individual_gas,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,6.559615237493242
None,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,2180,CC,200.0,1817.64,1980.0,161.5,11.0,150.0,5,0,0,1,46,0,0,4,0,0,2.0,0,0,1,0,0,0,individual_gas,1,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,7.687538766201629
None,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,663,CC,88.0,860.47,575.0,116.0,23.0,66.19,3,1,0,1,0,0,0,2,1,0,1.0,1,1,0,0,0,0,collective_gas,0,0,0,2.0,0,0,0,1,1,0,1,1,1,0,0,6.498282149476434
cabinet rivet-vigreux,sector4,TOULOUSE EST,n4_1,Lapujade - Bonnefoy - Périole - Marengo - La Colonne,700,CC,30.0,404.3,1340.0,240.0,15.0,31.1,2,0,0,1,0,1,0,1,0,0,1.0,0,0,0,0,0,1,individual_electrical,0,0,0,1.0,0,0,0,1,0,0,0,0,1,0,0,6.55250788703459
adl immobilier,sector2,TOULOUSE RIVE GAUCHE,n2_1,Saint-Cyprien,780,CC,50.0,520.0,591.0,183.0,43.0,83.3,4,0,0,1,0,1,0,3,1,0,1.0,0,1,0,0,0,0,individual_gas,1,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,6.660575149839686
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,990,CC,140.0,585.0,0.0,184.5,13.0,45.0,2,0,0,1,20,1,1,1,0,1,1.0,0,0,1,0,0,1,central,1,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,6.898714534329988
capitole gestion,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,580,CC,50.0,468.0,1060.0,298.0,15.0,36.0,2,1,0,0,0,0,0,1,1,0,1.0,1,0,0,0,0,0,individual_electrical,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,6.364750756851911
adl immobilier,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,771,CC,50.0,442.0,630.0,184.5,13.0,70.59,2,1,0,1,0,0,0,1,1,0,1.0,1,1,0,0,0,1,individual_electrical,1,0,0,3.0,0,0,1,0,0,0,0,0,0,0,0,6.648984550024776
a2j immobilier,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,487,CC,45.0,430.43,442.0,48.0,11.0,33.0,1,1,0,1,0,1,0,0,1,0,1.0,0,0,1,0,0,0,gas,1,0,0,2.0,0,0,0,0,0,0,0,0,1,0,1,6.1903154058531475
None,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,950,CC,72.0,1070.68,878.0,153.0,7.0,54.85,4,0,0,0,0,0,0,3,1,0,1.0,1,1,1,0,0,1,individual_electrical,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,6.85751406254539
delpech florence bsk immobilier - agent commercial,sector1,TOULOUSE CENTRE,n1_2,Amidonniers - Compans Caffarelli,795,CC,43.0,338.65,579.0,156.0,36.0,56.0,2,1,0,0,0,1,0,1,1,0,1.0,1,0,1,1,0,1,individual_gas,1,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,6.679599185844383
cabinet dalas,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,537,CC,55.0,539.0,566.5,218.0,8.0,40.16,2,0,0,0,0,1,1,1,1,0,1.0,0,0,0,0,0,1,individual,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.2878585601617845
loft one,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,610,CC,60.0,611.71,531.0,221.0,11.0,54.0,3,1,0,1,0,1,0,2,1,0,1.0,0,0,1,1,0,1,individual_electrical,1,0,1,2.0,0,0,0,0,0,0,0,0,0,0,0,6.415096959171596
loft one,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,624,CC,75.0,575.76,580.0,53.0,12.0,51.0,2,0,0,1,0,1,0,1,1,0,1.0,0,0,0,0,0,1,gas,1,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,6.437751649736401
loft one,sector6,TOULOUSE OUEST,n6_4,Saint Simon - Lafourguette - Oncopole,685,CC,60.0,610.84,606.0,180.0,7.0,69.0,3,0,0,0,0,1,0,2,0,0,1.0,0,0,0,0,0,0,individual_electrical,2,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,6.530877627725885
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,710,CC,60.0,608.4,630.0,184.5,13.0,51.86,3,1,0,1,0,0,0,2,1,0,1.0,1,1,0,0,0,1,individual,1,0,0,2.0,0,0,0,0,0,0,0,0,1,0,1,6.566672429803241
sporting immobilier,sector4,TOULOUSE EST,n4_2,Jolimont - Soupetard - Roseraie - Gloire - Gramont- Amouroux,515,CC,60.0,538.98,610.0,52.0,12.0,40.0,2,0,0,0,0,1,0,1,0,1,1.0,1,0,1,0,0,1,gas,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,6.246106765481563
None,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,592,CC,0.0,0.0,566.5,207.0,48.0,40.62,2,1,0,0,0,1,0,1,1,1,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,6.385194398997726
climex transactions,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,990,CC,50.0,663.0,2100.0,120.0,19.0,51.0,3,1,0,1,30,0,1,1,1,1,1.0,1,0,0,1,0,1,individual_electrical,0,0,0,2.0,1,1,0,1,1,1,0,0,0,0,0,6.898714534329988
None,sector2,TOULOUSE RIVE GAUCHE,n2_1,Saint-Cyprien,429,CC,0.0,0.0,591.0,206.5,12.0,18.0,1,1,0,1,12,1,1,0,1,0,1.0,0,0,0,0,0,1,central,1,0,0,3.0,0,1,0,1,0,0,0,0,1,0,0,6.063785208687608
sng extensia,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,690,CC,55.0,507.78,576.5,50.0,5.0,59.28,3,0,0,1,0,1,0,2,1,0,1.0,1,0,1,0,0,1,gas,1,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.53813982376767
agence jcb,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,1494,CC,150.0,1245.0,1344.0,147.0,7.0,130.0,4,1,1,0,0,0,0,3,1,1,2.0,0,0,0,0,0,1,individual_electrical,0,1,0,5.0,0,0,1,0,0,0,0,0,1,0,0,7.3098814858247865
tagerim gestion,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,530,CC,60.0,559.5,563.735,66.0,15.0,41.6,2,1,0,1,21,1,0,0,1,0,1.0,0,1,0,1,0,0,individual_gas,1,0,0,2.0,0,0,0,0,0,0,0,0,0,0,1,6.274762021241939
None,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,792,CC,77.0,922.98,714.62,72.5,9.0,71.0,3,0,0,0,0,0,0,2,0,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.675823221634848
None,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,600,CC,0.0,0.0,525.0,202.0,10.0,43.15,2,1,0,1,0,0,0,1,1,0,1.0,1,1,0,0,0,1,gas,1,0,0,3.0,0,0,0,0,0,0,0,0,0,0,1,6.398594934535208
cdc habitat,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,553,CC,75.0,576.61,580.0,64.0,15.0,51.0,2,0,0,0,0,0,0,1,1,0,1.0,0,1,0,0,0,0,collective_gas,1,0,0,1.0,0,0,1,0,0,0,0,0,1,0,1,6.317164686747284
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,460,CC,0.0,0.0,630.0,184.5,13.0,20.0,1,0,0,0,0,1,1,0,1,0,1.0,1,0,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.133398042996649
la toulousaine,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,850,CC,72.0,819.0,0.0,200.0,15.0,63.0,3,0,0,0,0,1,1,2,1,0,1.0,0,0,0,0,0,0,individual_electrical,1,0,0,3.0,1,0,1,1,0,0,0,1,1,0,0,6.7464121285733745
None,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,675,CC,0.0,0.0,580.0,58.0,2.0,65.0,3,1,0,0,0,0,0,2,1,0,1.0,0,1,1,0,0,1,individual_electrical,1,0,0,3.0,0,0,1,0,0,0,0,0,0,0,0,6.516193076042964
None,sector2,TOULOUSE RIVE GAUCHE,n2_1,Saint-Cyprien,758,CC,0.0,0.0,591.0,222.0,52.0,73.0,3,1,0,0,0,0,0,2,1,0,1.0,0,1,0,1,1,1,individual_gas,0,1,0,9.0,0,0,1,0,0,1,1,0,1,0,0,6.63200177739563
None,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,650,CC,65.0,498.56,585.0,188.0,8.0,62.39,3,0,0,1,0,1,0,2,1,0,1.0,1,1,1,0,0,1,individual_electrical,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,6.478509642208569
None,sector6,TOULOUSE OUEST,n6_2,Lardenne - Pradettes - Basso Cambo,761,CC,120.0,614.0,701.0,48.0,11.0,62.0,3,1,0,0,0,1,0,2,1,0,1.0,0,1,0,0,0,1,gas,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,6.635946555686647
adl immobilier,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,393,CC,70.0,624.9,605.0,36.0,10.0,25.21,2,0,0,0,0,0,0,1,0,1,1.0,0,1,0,0,0,0,collective_gas,0,0,0,2.0,0,0,1,0,0,0,1,0,0,0,1,5.976350909297934
auditia transaction - agent commercial,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,1026,CC,50.0,442.0,630.0,184.5,13.0,86.43,4,0,0,0,0,1,1,3,1,1,1.0,0,0,1,0,0,0,individual_electrical,2,0,0,4.0,0,0,1,0,0,0,0,0,1,0,0,6.934397209928558
None,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,481,CC,0.0,0.0,566.5,102.0,3.0,33.0,1,0,0,0,0,1,0,0,1,1,1.0,0,0,0,0,0,1,individual_electrical,0,0,0,2.0,0,0,1,0,0,0,0,1,1,0,0,6.1779441140506
saint aubin immobilier,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,366,CC,28.0,275.0,676.0,224.0,10.0,21.0,1,0,0,0,0,1,0,0,1,0,1.0,0,0,0,0,0,0,individual_electrical,1,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,5.905361848054571
None,sector2,TOULOUSE RIVE GAUCHE,n2_3,Fontaine-Lestang - Arènes -Bagatelle - Papus - Tabar - Bordelongue - Mermoz - La Faourette,741,CC,90.0,1070.03,651.0,139.0,5.0,82.31,4,0,0,1,0,0,0,3,1,1,1.0,0,1,0,0,0,0,individual_electrical,0,0,0,5.0,0,0,1,1,1,0,0,1,1,0,0,6.60934924316738
logis relais 31,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,2500,CC,55.0,507.78,576.5,161.5,11.0,147.0,5,0,0,0,57,1,0,3,1,1,2.0,0,0,0,0,0,0,individual_electrical,1,0,0,2.0,1,0,0,1,0,0,0,0,0,0,0,7.824445930877619
None,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,1995,CC,85.0,832.0,1910.0,202.0,13.0,44.81,3,1,0,0,0,1,1,2,1,1,1.0,1,0,0,0,0,1,gas,0,0,0,3.0,1,0,1,1,0,0,0,0,0,0,0,7.59890045687141
None,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,676,CC,0.0,0.0,576.5,161.5,11.0,63.0,3,0,0,0,0,0,0,2,1,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,6.517671272912275
passion immo,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,840,CC,30.0,546.0,810.0,229.0,12.0,42.0,2,0,0,1,0,1,1,1,0,1,1.0,0,0,0,0,0,0,individual_electrical,1,0,0,2.0,1,0,0,0,0,0,0,0,0,0,1,6.734591659972948
fonciere immobiliere transaction,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,681,CC,163.0,518.0,518.0,184.5,13.0,62.0,3,1,0,1,0,0,0,2,0,0,1.0,0,0,0,0,0,1,central,1,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.525029657843462
laforêt immobilier toulouse bonnefoy,sector1,TOULOUSE CENTRE,n1_3,Les Chalets/Bayard/Belfort  Saint-Aubin/Dupuy,950,CC,60.0,471.70500000000004,728.845,165.0,39.0,73.0,4,0,0,1,18,1,0,3,1,1,1.0,0,1,0,0,0,1,individual_gas,1,1,0,9.0,0,0,1,1,1,1,0,0,1,0,0,6.85751406254539
cabinet bedin toulouse ozenne,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,549,CC,35.0,299.0,630.0,184.5,13.0,24.0,1,0,0,1,9,0,0,0,1,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,6.309918278226516
toul'house immobilier,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,528,CC,57.0,0.0,471.0,336.0,30.0,29.0,1,0,0,0,0,1,0,0,0,1,1.0,0,0,0,0,0,1,individual_electrical,0,0,0,3.0,0,0,1,0,0,0,1,0,0,0,0,6.270988431858299
