link,agency,postal_code,sector_no,sector_name,nbhd_no,nbhd_name,rent,charges,provisions,fees,deposit,energy_rating,gas_rating,area,rooms,entrance,duplex,livingroom,livingroom_area,equipped_kitchen,openplan_kitchen,bedrooms,bathrooms,shower_rooms,toilets,separate_toilet,balcony,terraces,wooden_floor,fireplace,storage,heating,parking,cellar,pool,construction_year,bldg_flr_nb,apt_flr_nb,furnished,renovated,elevator,intercom,digital_code,orientation,view,caretaker,reduced_mobility,metro,tram,bus
https://www.seloger.com/annonces/locations/appartement/toulouse-31/capitole/153452349.htm,,,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,421,CC,35.0,258.44,386.0,,,19.88,1,0,0,1,0,0,0,0,0,1,1.0,0,0,0,0,0,1,,0,0,0,1900.0,3.0,2.0,0,0,0,0,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/saint-michel-le-busca-empalot-saint-agne/153510699.htm,credit agricole immobilier,,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,1870,CC,140.0,1731.99,1730.0,182.0,8.0,133.23,5,0,0,0,0,0,0,3,0,1,2.0,1,0,1,0,0,0,,2,0,0,2007.0,,4.0,0,0,0,1,0,,0,0,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/amidonniers-caffarelli/153532017.htm,sogem,,sector1,TOULOUSE CENTRE,n1_2,Amidonniers - Compans Caffarelli,795,CC,50.0,897.0,745.0,198.0,9.0,70.0,3,1,0,1,0,0,0,2,1,0,1.0,0,0,0,0,0,1,individual_electrical,0,0,0,1992.0,,4.0,0,0,1,0,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/154060341.htm,adl immobilier,,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,800,CC,,,,164.0,8.0,63.52,3,0,0,1,0,0,0,2,1,0,,0,1,1,0,0,1,individual_electrical,0,1,0,,5.0,2.0,0,0,1,0,0,,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/fontaine-lestang-bagatelle-papus-tabar-bordelongue/154233055.htm,nestenn by solvimo,31100,sector2,TOULOUSE RIVE GAUCHE,n2_3,Fontaine-Lestang - Arènes -Bagatelle - Papus - Tabar - Bordelongue - Mermoz - La Faourette,619,CC,119.0,0.0,500.0,160.0,10.0,61.76,3,1,0,1,21,1,0,2,1,0,1.0,0,0,1,0,0,1,individual_electrical,1,0,0,2011.0,3.0,2.0,0,0,1,1,1,south,0,0,0,1,1,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lardenne-les-pradettes-basso-cambo/154272197.htm,cdc habitat,,sector6,TOULOUSE OUEST,n6_2,Lardenne - Pradettes - Basso Cambo,745,CC,,,,,,65.0,3,0,0,0,0,0,0,2,1,0,1.0,1,0,1,0,0,1,individual_gas,1,0,0,2016.0,,2.0,0,0,0,0,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/154310673.htm,sng extensia,,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,700,CC,,,,50.0,5.0,64.27,3,0,0,1,0,1,0,2,1,0,1.0,1,1,0,0,0,1,individual_gas,1,0,0,,,2.0,0,0,1,0,0,south,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/154311029.htm,sarl agestis,,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,660,CC,,,,189.0,10.0,60.11,3,1,0,1,0,1,0,2,1,0,1.0,1,0,1,0,0,1,individual_electrical,1,0,0,,4.0,1.0,0,0,0,0,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/rangueil-sauzelong-pech-david-pouvourville/155602047.htm,,,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,430,CC,25.0,257.0,405.0,230.0,8.0,20.0,1,0,0,0,0,1,0,0,0,1,1.0,0,0,0,0,0,0,,0,0,0,,,1.0,0,0,0,0,0,,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/amidonniers-caffarelli/155644959.htm,,,sector1,TOULOUSE CENTRE,n1_2,Amidonniers - Compans Caffarelli,487,CC,50.0,259.98,389.82,262.0,10.0,20.0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,1995.0,,2.0,1,0,0,0,0,,0,0,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/155652239.htm,tagerim gestion,31200,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,710,CC,,,,56.0,13.0,65.25,3,0,0,0,30,1,0,2,1,0,,0,0,1,1,0,1,individual_gas,1,0,0,2017.0,5.0,,0,0,1,0,0,est,0,0,0,0,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/cote-pavee-l-hers-la-terrasse/155654193.htm,jacques olivie et associes,,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,560,CC,45.0,500.0,515.0,,,41.93,2,1,0,0,0,0,0,1,1,0,1.0,1,1,0,0,0,1,individual_gas,1,0,0,2019.0,3.0,1.0,0,1,1,1,1,est,1,0,1,0,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/pont-des-demoiselles-montaudran-la-terrasse/155769099.htm,tt gestion,,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,794,CC,,,,,,68.7,3,0,0,0,0,0,0,2,0,1,1.0,1,0,1,1,0,1,individual,0,0,0,,,1.0,0,0,1,0,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/capitole/138244995.htm,,,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,615,CC,,,,,,38.0,2,0,0,1,0,1,1,1,0,1,1.0,1,0,0,0,0,1,individual_electrical,0,0,0,,2.0,2.0,0,0,0,1,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/mirail-reynerie-bellefontaine/144955813.htm,,,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,738,CC,136.37,0.0,658.8,,,84.0,3,1,0,1,26,0,0,2,1,0,1.0,1,1,1,0,0,1,central,0,0,0,,4.0,3.0,0,0,1,1,1,,1,1,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/151438541.htm,elyade gerance,,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,675,CC,140.0,675.0,535.0,46.0,11.0,58.46,3,1,0,1,0,1,0,2,1,1,1.0,1,0,1,0,0,1,collective_gas,0,0,0,1901.0,,3.0,0,0,1,1,0,,0,1,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/151555151.htm,,,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,755,CC,80.0,755.0,675.0,130.0,30.0,71.99,4,1,0,0,0,0,0,2,0,1,1.0,1,1,0,0,0,0,individual_electrical,0,0,0,1960.0,,3.0,0,0,0,0,0,,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/152263151.htm,auditia transaction - agent commercial,,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,732,CC,,,,,,62.45,3,0,0,1,0,1,0,2,1,0,1.0,1,0,1,0,0,1,,1,0,0,,,4.0,0,0,0,0,0,south_west,0,0,0,0,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/fontaine-bayonne-cartoucherie/152475931.htm,,,sector2,TOULOUSE RIVE GAUCHE,n2_1,Saint-Cyprien,741,CC,90.0,528.0,651.0,150.0,34.0,66.0,2,1,0,1,34,0,0,1,1,0,1.0,1,1,0,0,0,1,individual_gas,0,0,0,,,1.0,0,0,0,1,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/pont-des-demoiselles-montaudran-la-terrasse/152594775.htm,,,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,647,CC,122.0,636.99,525.27,167.0,39.0,49.0,2,0,0,1,0,0,0,1,1,0,1.0,0,1,1,0,0,0,collective_gas,1,0,0,1974.0,,2.0,0,0,0,0,0,,0,0,0,0,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/149984939.htm,elyade gerance,,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,540,CC,120.0,540.0,420.0,46.0,11.0,47.69,2,1,0,1,0,0,1,1,1,1,1.0,1,1,0,0,0,1,collective_gas,0,0,0,1901.0,,2.0,0,0,1,1,0,,0,1,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lardenne-les-pradettes-basso-cambo/151080599.htm,sogem,,sector6,TOULOUSE OUEST,n6_2,Lardenne - Pradettes - Basso Cambo,665,CC,53.0,0.0,611.54,159.0,7.0,60.24,3,0,0,0,0,0,0,2,0,0,1.0,0,2,0,0,0,1,individual_electrical,0,0,0,2010.0,,2.0,0,0,0,0,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/151561607.htm,elyade gerance,,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,640,CC,100.0,566.37,540.0,48.0,11.0,58.09,3,0,0,1,0,0,0,2,1,0,1.0,1,0,0,0,0,1,individual_gas,1,0,0,1901.0,,3.0,0,0,1,1,0,,0,1,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/151670315.htm,cabinet dalas,,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,562,CC,,,,41.0,9.0,43.8,2,1,0,0,0,0,0,1,1,0,1.0,0,1,0,0,0,1,individual,0,0,0,,,,0,0,1,0,0,,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/151714433.htm,elyade gerance,,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,758,CC,130.0,758.0,628.0,38.0,12.0,62.3,3,1,0,0,0,0,0,2,1,0,1.0,1,0,1,0,0,1,collective_gas,0,0,0,1901.0,,,0,0,1,0,0,,0,1,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/152064227.htm,nestenn by solvimo,31200,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,710,CC,75.0,0.0,635.0,140.0,10.0,68.82,3,1,0,1,19,0,0,2,1,0,1.0,0,1,1,0,0,1,individual_electrical,1,0,0,2011.0,,2.0,0,0,0,1,1,south,0,0,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/jolimont-soupetard-bonhoure/152137627.htm,sarl agestis,,sector4,TOULOUSE EST,n4_2,Jolimont - Soupetard - Roseraie - Gloire - Gramont- Amouroux,679,CC,,,,32.0,7.0,67.05,3,1,0,1,0,0,0,2,1,0,1.0,1,0,1,0,0,1,individual_gas,1,0,0,,3.0,2.0,0,0,1,0,0,,0,0,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/152786441.htm,credit agricole immobilier,,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,759,CC,70.0,828.75,689.0,179.0,8.0,63.75,3,0,0,0,0,1,0,2,1,0,1.0,1,1,0,0,0,1,,0,0,1,2003.0,,2.0,0,0,0,1,0,,0,0,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/152905497.htm,societe de gestion locative,,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,660,CC,60.0,692.66,600.0,43.0,10.0,58.77,3,1,0,1,24,0,0,2,1,0,1.0,0,1,0,0,0,1,individual,2,0,0,2019.0,,2.0,0,0,0,0,0,,0,0,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/jolimont-soupetard-bonhoure/153083533.htm,auditia transaction - agent commercial,,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,560,CC,,,,,,45.57,2,0,0,0,0,1,0,1,0,1,1.0,1,0,1,0,0,1,,1,0,0,,,2.0,0,0,0,0,0,,0,0,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/fontaine-lestang-bagatelle-papus-tabar-bordelongue/153567131.htm,,,sector2,TOULOUSE RIVE GAUCHE,n2_3,Fontaine-Lestang - Arènes -Bagatelle - Papus - Tabar - Bordelongue - Mermoz - La Faourette,645,CC,,,,,,68.0,3,0,0,1,25,0,0,2,1,0,1.0,1,1,0,0,0,0,individual_electrical,1,0,0,,15.0,7.0,0,0,1,0,0,,1,0,0,1,1,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/153733183.htm,sarl agestis,,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,548,CC,,,,161.0,7.0,45.2,2,0,0,1,0,1,0,1,1,0,1.0,1,0,1,0,0,1,individual_electrical,1,0,0,,4.0,1.0,0,0,0,0,0,,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/153802389.htm,,,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,596,CC,70.0,732.16,526.0,240.0,56.0,56.19,3,1,0,1,0,0,0,2,1,0,1.0,1,1,0,0,0,0,individual_gas,0,0,0,1974.0,3.0,1.0,0,0,0,1,0,,0,0,0,0,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/saint-simon/149142667.htm,,,sector6,TOULOUSE OUEST,n6_4,Saint Simon - Lafourguette - Oncopole,593,CC,54.0,517.0,539.0,,,46.09,2,1,0,1,0,1,1,1,1,1,1.0,0,0,1,1,0,1,individual_gas,1,0,0,,,,0,0,0,0,1,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/saint-michel-le-busca-empalot-saint-agne/149902933.htm,,,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,930,CC,,,,174.0,40.0,85.0,3,1,0,1,0,0,0,2,1,1,1.0,1,1,0,1,0,1,gas,0,0,0,,,4.0,0,0,0,0,0,,0,0,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/bonnefoy-la-roseraie-gramont/150635711.htm,amplitude immobilier,,sector4,TOULOUSE EST,n4_2,Jolimont - Soupetard - Roseraie - Gloire - Gramont- Amouroux,837,CC,,,,206.0,48.0,86.0,4,1,0,0,0,0,0,3,1,0,1.0,1,1,0,0,0,0,individual,0,0,0,,,3.0,0,0,0,0,0,,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/pont-des-demoiselles-montaudran-la-terrasse/151336269.htm,soprim,,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,890,CC,,,,126.0,5.0,91.0,4,0,0,1,26,0,0,3,1,0,1.0,1,2,0,0,0,1,individual_electrical,1,0,0,2009.0,4.0,1.0,0,0,1,0,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/151451591.htm,centre immobilier toulousain - cit,,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,740,CC,75.0,750.0,665.0,65.0,2.0,63.23,3,1,0,1,0,0,0,2,1,0,1.0,0,1,0,0,0,1,individual_electrical,2,0,0,2012.0,,2.0,0,0,1,0,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/151816183.htm,sng extensia,,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,613,CC,,,,37.0,8.0,62.5,3,0,0,1,28,0,0,2,1,0,1.0,1,1,0,0,0,1,individual_gas,1,0,0,,,1.0,0,0,0,0,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/amidonniers-caffarelli/152017219.htm,,,sector1,TOULOUSE CENTRE,n1_2,Amidonniers - Compans Caffarelli,607,CC,80.0,388.56,480.0,301.0,13.0,29.89,2,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,,0,0,0,1995.0,,8.0,1,0,0,0,0,,0,0,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/152111647.htm,,,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,624,CC,120.0,607.86,504.05,31.0,7.0,46.76,2,1,0,1,0,0,0,1,1,0,1.0,0,1,1,0,0,1,,1,0,0,2012.0,4.0,2.0,0,0,0,0,0,south,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/saint-cyprien/152444151.htm,cabinet molieres,,sector2,TOULOUSE RIVE GAUCHE,n2_1,Saint-Cyprien,2000,CC,,,,,,110.0,4,0,0,0,45,0,0,3,1,1,2.0,0,0,1,0,1,1,central,1,1,1,2000.0,7.0,7.0,1,0,1,1,1,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/pont-des-demoiselles-montaudran-la-terrasse/139202679.htm,patrim immobilier,,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,830,CC,,,,,,83.0,3,1,0,0,0,0,0,2,1,0,1.0,1,1,0,0,0,1,individual_electrical,0,1,0,,6.0,4.0,0,0,1,0,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/capitole/144701071.htm,centre immobilier toulousain - cit,,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,835,CC,70.0,524.81,1529.18,335.0,11.0,40.37,2,1,0,1,0,0,0,1,1,0,1.0,0,0,1,1,0,1,individual_electrical,0,0,0,1800.0,40.0,4.0,1,0,1,1,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lafourguette/145970569.htm,,,sector6,TOULOUSE OUEST,n6_3,Mirail- Université - Reynerie - Bellefontaine,660,CC,50.0,150.0,610.0,,,62.0,3,1,0,1,22,0,0,2,1,0,1.0,1,1,0,0,0,1,individual,1,0,0,2015.0,2.0,2.0,0,0,0,0,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/154631505.htm,sporting immobilier,31200,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,718,CC,,,,156.0,5.0,67.0,3,1,0,1,0,0,0,2,1,0,,1,1,0,0,0,1,gas,0,0,0,,4.0,3.0,0,0,1,0,0,,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/sept-deniers-ginestous/154656275.htm,adl immobilier,,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,506,CC,,,,,,31.0,1,0,0,0,0,0,0,0,1,0,1.0,1,0,1,0,0,0,individual_electrical,1,0,1,,4.0,,0,0,1,0,0,,0,0,0,0,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/rangueil-sauzelong-pech-david-pouvourville/154675885.htm,keller williams  advance,,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,413,CC,25.0,291.0,388.0,170.0,20.0,22.41,1,1,0,0,0,0,0,0,1,0,1.0,1,1,1,0,0,1,individual_electrical,1,0,0,1985.0,3.0,,0,0,0,1,0,,0,0,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/bonnefoy-la-roseraie-gramont/154694989.htm,le service immobilier,,sector4,TOULOUSE EST,n4_2,Jolimont - Soupetard - Roseraie - Gloire - Gramont- Amouroux,465,CC,50.0,314.47,415.0,,,24.19,1,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,,2.0,1.0,0,0,0,1,0,,0,0,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/154750175.htm,,,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,713,CC,83.0,604.0,630.0,,,59.28,3,1,0,1,0,1,1,2,1,0,1.0,0,1,0,0,0,1,individual_gas,1,0,0,,3.0,1.0,0,0,1,0,1,,1,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/les-chalets-saint-aubin-saint-etienne/154767369.htm,,,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,770,CC,,,,186.0,43.0,34.0,1,1,0,0,0,0,1,0,0,1,1.0,0,0,0,0,0,1,central,0,0,0,1970.0,15.0,2.0,1,1,1,0,1,,0,1,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/bonnefoy-la-roseraie-gramont/154779623.htm,sporting immobilier,,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,760,CC,,,,200.0,20.0,66.0,4,1,0,1,0,0,0,3,1,0,,1,1,0,1,0,1,gas,0,0,0,,4.0,1.0,0,0,0,0,0,,0,0,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/cote-pavee-l-hers-la-terrasse/154791487.htm,,,sector4,TOULOUSE EST,n4_2,Jolimont - Soupetard - Roseraie - Gloire - Gramont- Amouroux,675,CC,60.0,489.52,615.0,58.0,13.0,61.19,3,0,0,0,0,1,0,2,0,0,1.0,1,0,1,0,0,0,individual_gas,0,0,0,2019.0,5.0,1.0,0,0,1,0,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/rangueil-sauzelong-pech-david-pouvourville/154873129.htm,,,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,713,CC,100.0,793.13,613.0,139.0,17.0,61.01,3,0,0,1,0,1,0,2,1,0,1.0,1,1,0,0,0,0,central,0,0,0,2011.0,5.0,4.0,0,0,1,1,1,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/bonnefoy-la-roseraie-gramont/154967887.htm,adl immobilier,,sector4,TOULOUSE EST,n4_2,Jolimont - Soupetard - Roseraie - Gloire - Gramont- Amouroux,495,CC,,,,43.0,10.0,39.08,2,0,0,0,0,1,0,1,0,1,,0,0,0,0,0,1,individual_gas,1,0,0,,6.0,3.0,0,0,1,0,0,,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/154981643.htm,acantys immobilier,31058,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,690,CC,145.0,594.0,545.0,35.0,8.0,66.0,3,0,0,1,28,0,1,2,1,0,1.0,0,0,0,0,0,0,gas,0,0,0,,2.0,,0,0,1,0,0,south_west,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/pont-des-demoiselles-montaudran-la-terrasse/155059911.htm,adl immobilier,,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,727,CC,,,,120.0,4.0,64.27,3,1,0,1,0,0,0,2,1,0,1.0,0,1,0,0,0,1,individual_electrical,2,0,0,,,1.0,0,0,1,0,0,,0,0,0,0,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/155059977.htm,tagerim gestion,31200,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,526,CC,,,,56.0,13.0,43.79,2,0,0,0,21,1,0,1,1,0,,0,1,0,1,0,1,individual_gas,1,0,0,2017.0,5.0,3.0,0,0,1,0,0,north,0,0,0,0,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/rangueil-sauzelong-pech-david-pouvourville/155334071.htm,,,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,892,CC,158.0,1010.1,734.0,40.0,15.0,77.7,4,1,0,1,0,1,0,3,1,0,1.0,1,1,0,0,0,0,central,0,0,0,2012.0,5.0,2.0,0,0,1,0,1,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lardenne-les-pradettes-basso-cambo/155342767.htm,histoire et patrimoine gestion,,sector6,TOULOUSE OUEST,n6_2,Lardenne - Pradettes - Basso Cambo,680,CC,40.0,680.0,,,,62.0,3,1,0,0,27,1,0,2,0,0,1.0,0,1,0,0,0,1,,2,0,0,,,1.0,0,0,0,0,0,west,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/rangueil-sauzelong-pech-david-pouvourville/155359599.htm,,,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,940,CC,60.0,923.0,880.0,172.0,7.0,71.0,3,1,0,0,0,1,0,2,1,0,1.0,1,1,0,0,0,1,,0,0,0,1980.0,,2.0,0,0,0,0,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/rangueil-sauzelong-pech-david-pouvourville/155411033.htm,,,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,615,CC,75.0,687.7,540.0,181.0,42.0,52.9,2,1,0,1,0,0,0,1,1,0,1.0,1,1,0,0,0,0,collective_gas,0,1,0,1970.0,3.0,1.0,0,0,1,1,1,,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lardenne-les-pradettes-basso-cambo/155426981.htm,credit agricole immobilier,,sector6,TOULOUSE OUEST,n6_2,Lardenne - Pradettes - Basso Cambo,521,CC,54.0,507.39,467.0,194.0,8.0,39.03,2,0,0,0,0,1,0,1,1,0,1.0,1,1,0,0,0,1,,0,0,1,1996.0,,1.0,0,0,0,1,0,,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/155460857.htm,louer1appart com,,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,530,CC,40.0,,,39.0,9.0,42.98,2,1,0,1,0,1,0,1,0,1,1.0,1,1,0,0,0,1,individual_gas,1,0,0,2019.0,2.0,1.0,0,0,1,1,0,,0,0,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/155460875.htm,louer1appart com,,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,675,CC,65.0,,610.0,43.0,10.0,58.63,3,1,0,1,0,1,0,2,1,0,1.0,1,1,0,0,0,1,individual_gas,1,0,0,2019.0,,2.0,0,0,1,0,0,,0,0,0,1,0,1
