link,agency,sector_no,sector_name,nbhd_no,nbhd_name,rent,charges,fees,deposit,energy_rating,gas_rating,area,rooms,entrance,duplex,livingroom,livingroom_area,equipped_kitchen,openplan_kitchen,bedrooms,bathrooms,shower_rooms,toilets,separate_toilet,balcony,terraces,wooden_floor,fireplace,storage,heating,parking,cellar,pool,apt_flr_nb,furnished,renovated,elevator,intercom,digital_code,view,caretaker,reduced_mobility,metro,tram,bus
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/155443675.htm,zaf immobilier,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,590,CC,538.2,566.0,227.0,10.0,42.03,2,0,0,1,0,0,0,1,0,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,1,3.0,0,0,0,0,0,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/capitole/153552255.htm,eurim,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,1650,CC,1105.0,1350.0,188.0,13.0,85.0,3,0,0,0,0,0,0,2,0,0,1.0,0,0,0,0,0,0,collective_gas,0,0,0,8.0,0,1,1,1,0,1,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/amidonniers-caffarelli/155006867.htm,eurim,sector1,TOULOUSE CENTRE,n1_2,Amidonniers - Compans Caffarelli,1351,CC,1179.1,1271.22,148.0,7.0,90.7,4,1,0,1,33,0,0,3,1,1,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,1,0,0,1,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/154406029.htm,sporting immobilier,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,545,CC,559.5,563.735,61.0,14.0,42.0,2,1,0,1,0,1,0,1,0,1,1.0,1,1,0,0,0,0,gas,0,0,0,1.0,0,0,1,0,1,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/151016623.htm,cdc habitat,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,685,CC,576.61,580.0,66.0,15.0,66.0,3,0,0,0,0,0,0,2,1,0,1.0,0,1,0,0,0,1,collective_gas,1,0,0,1.0,0,0,1,0,0,0,0,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/capitole/154860957.htm,eurim,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,1465,CC,936.0,1400.0,188.0,13.0,72.0,3,1,0,1,35,0,0,2,0,1,1.0,1,0,0,1,1,1,individual_gas,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/155880669.htm,immobiliare,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,750,CC,745.2,690.0,72.5,9.0,71.0,4,0,0,1,26,0,0,0,1,0,1.0,0,1,0,0,0,1,individual,2,0,0,2.0,0,0,1,1,1,0,0,1,0,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/fontaine-bayonne-cartoucherie/155584513.htm,zaf immobilier,sector2,TOULOUSE RIVE GAUCHE,n2_1,Saint-Cyprien,457,CC,520.0,591.0,159.0,6.0,20.0,1,0,0,1,0,0,0,0,0,0,1.0,0,0,1,0,0,1,individual_electrical,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/154435629.htm,barthas immobilier,sector4,TOULOUSE EST,n4_2,Jolimont - Soupetard - Roseraie - Gloire - Gramont- Amouroux,790,CC,540.8,610.0,148.5,12.0,75.0,3,0,0,0,0,0,0,2,0,0,1.0,1,1,0,0,0,1,collective_gas,0,0,0,5.0,1,0,0,0,0,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/153408045.htm,stlimmo,sector6,TOULOUSE OUEST,n6_1,Arènes Romaines - Saint Martin du Touch- Purpan,871,CC,903.0,784.0,59.0,13.0,81.51,4,0,0,0,0,1,0,3,1,1,1.0,0,0,2,0,0,1,individual_gas,2,0,0,2.0,0,0,0,1,0,0,0,1,0,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/pont-des-demoiselles-montaudran-la-terrasse/155685265.htm,square habitat,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,401,CC,337.48,346.0,36.0,10.0,25.96,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1,collective_gas,0,0,0,2.0,0,0,1,0,0,0,1,1,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/153873941.htm,raoux immobilier,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,490,CC,264.0,440.0,393.0,92.0,46.0,2,1,0,0,0,0,0,1,0,1,1.0,0,0,0,0,0,1,gas,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/purpan-saint-martin-du-touch/153516363.htm,tagerim gestion,sector2,TOULOUSE RIVE GAUCHE,n2_3,Fontaine-Lestang - Arènes -Bagatelle - Papus - Tabar - Bordelongue - Mermoz - La Faourette,532,CC,0.0,545.86,37.0,8.0,35.64,2,0,0,0,18,0,0,1,0,1,1.0,0,1,0,1,0,0,collective_gas,1,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/fontaine-lestang-bagatelle-papus-tabar-bordelongue/155820599.htm,immosky,sector2,TOULOUSE RIVE GAUCHE,n2_3,Fontaine-Lestang - Arènes -Bagatelle - Papus - Tabar - Bordelongue - Mermoz - La Faourette,525,CC,0.0,545.86,219.0,9.0,44.0,2,0,0,1,0,1,0,1,1,0,1.0,0,0,1,0,0,1,individual_electrical,1,0,0,3.0,0,0,0,1,0,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/saint-michel-le-busca-empalot-saint-agne/154602707.htm,immo de france midi-pyrenees,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,468,CC,456.0,592.0,120.0,30.0,25.0,1,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,1,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/les-chalets-saint-aubin-saint-etienne/155769091.htm,orpi saint georges,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,690,CC,440.0,633.0,188.0,13.0,42.0,2,1,0,1,0,0,0,1,1,0,1.0,0,0,0,0,0,1,individual,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/155675657.htm,immosky,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,650,CC,538.2,566.0,128.0,4.0,31.0,1,0,0,0,0,1,1,1,1,0,1.0,0,0,0,0,0,1,individual,0,0,0,2.0,1,0,1,1,0,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/154602633.htm,immo de france midi-pyrenees,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,820,CC,538.2,566.0,102.0,3.0,71.0,3,1,0,0,0,1,0,2,1,0,1.0,0,0,1,0,0,1,individual_electrical,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/cote-pavee-l-hers-la-terrasse/155647655.htm,None,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,625,CC,518.67,565.0,189.0,8.0,47.0,2,0,0,1,22,0,0,1,0,1,1.0,0,1,0,0,0,1,individual_electrical,1,0,0,1.0,0,0,1,1,0,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/pont-des-demoiselles-montaudran-la-terrasse/154525077.htm,le service immobilier,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,420,CC,277.81,385.0,215.0,10.0,21.37,1,0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/155675659.htm,immosky,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,600,CC,576.61,580.0,165.0,38.0,34.0,1,0,0,0,0,1,1,0,1,0,1.0,0,0,0,0,0,1,individual_gas,1,0,0,2.0,1,0,0,1,0,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/cote-pavee-l-hers-la-terrasse/152787689.htm,None,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,577,CC,490.57,517.0,264.0,11.0,39.0,2,0,0,0,18,1,0,1,1,0,1.0,0,0,0,0,0,1,individual_electrical,1,0,0,1.0,0,0,1,1,0,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/cote-pavee-l-hers-la-terrasse/153951297.htm,amplitude immobilier,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,700,CC,507.78,576.5,161.5,11.0,60.83,3,1,0,0,0,0,0,2,1,0,1.0,1,1,0,0,0,1,individual,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/155099093.htm,immosky,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,837,CC,559.5,563.735,50.0,11.0,77.0,4,0,0,1,0,0,0,3,1,0,1.0,0,0,1,0,0,1,individual_gas,0,0,0,2.0,0,0,0,0,1,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/capitole/155281701.htm,None,sector1,TOULOUSE CENTRE,n1_2,Amidonniers - Compans Caffarelli,703,CC,606.18,660.32,241.0,12.0,50.0,2,0,0,0,20,1,1,1,1,0,1.0,0,1,0,0,0,0,individual_electrical,1,0,0,1.0,0,0,1,1,0,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/151723303.htm,cabinet claude sanchez,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,677,CC,576.61,580.0,20.0,5.0,57.0,3,1,0,1,0,0,0,2,1,0,1.0,1,1,0,0,0,1,individual_gas,0,0,0,6.0,0,0,1,1,1,0,0,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/152605673.htm,soprim,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,692,CC,576.61,580.0,174.0,7.0,65.0,3,0,0,1,36,0,0,2,1,0,1.0,1,1,0,0,0,1,individual_electrical,1,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/152735771.htm,square habitat,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,759,CC,821.64,699.0,144.0,7.0,65.77,3,0,0,0,0,1,0,2,1,0,1.0,1,1,0,0,0,1,individual_electrical,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/capitole/152746759.htm,cabinet claude sanchez,sector1,TOULOUSE CENTRE,n1_2,Amidonniers - Compans Caffarelli,451,CC,333.325,579.0,277.0,12.0,25.0,1,1,0,0,14,0,0,0,1,0,1.0,0,0,0,0,0,1,individual_electrical,0,0,0,4.0,0,0,1,1,0,1,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/144280887.htm,elyade gerance,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,670,CC,670.0,600.0,136.0,5.0,54.81,3,1,0,1,0,0,0,2,1,0,1.0,1,0,1,0,0,1,individual_electrical,0,0,0,3.0,0,0,0,1,0,0,1,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/146595021.htm,sogem,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,680,CC,0.0,590.0,147.0,5.0,61.65,3,1,0,1,0,0,0,2,1,0,1.0,0,0,1,0,0,1,individual_electrical,1,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/croix-daurade-borderouge-paleficat-trois-cocus-/149425457.htm,elyade gerance,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,674,CC,674.0,534.0,46.0,11.0,57.42,3,1,0,1,0,0,0,2,1,1,1.0,1,1,0,0,0,1,collective_gas,1,0,0,2.0,0,0,0,1,0,0,1,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/bonnefoy-la-roseraie-gramont/149860003.htm,adl immobilier,sector4,TOULOUSE EST,n4_1,Lapujade - Bonnefoy - Périole - Marengo - La Colonne,780,CC,400.39,505.0,140.0,32.0,73.15,3,1,0,1,0,0,0,2,0,1,1.0,1,1,0,0,0,1,collective_gas,1,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/sept-deniers-ginestous/151928441.htm,soprim,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,888,CC,538.2,566.0,53.0,12.0,74.0,3,1,1,1,30,0,0,2,1,1,1.0,0,0,1,0,0,1,collective_gas,1,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/saint-cyprien/152095109.htm,sogem,sector2,TOULOUSE RIVE GAUCHE,n2_1,Saint-Cyprien,890,CC,900.0,800.0,206.5,12.0,80.0,3,1,0,1,0,0,0,2,0,1,1.0,0,1,0,0,0,1,individual_gas,1,0,0,5.0,0,0,1,0,0,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/152340851.htm,pure gestion locative,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,580,CC,405.0,450.0,35.0,8.0,40.7,2,1,0,1,18,0,0,1,0,1,1.0,1,1,0,0,0,1,collective_gas,0,0,0,3.0,0,0,0,0,0,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/purpan-saint-martin-du-touch/153043883.htm,elyade gerance,sector6,TOULOUSE OUEST,n6_1,Arènes Romaines - Saint Martin du Touch- Purpan,540,CC,512.59,490.0,63.0,13.0,39.43,2,1,0,0,0,1,0,1,1,1,1.0,0,0,0,0,0,0,individual_gas,1,0,0,1.0,0,0,1,0,0,0,1,0,0,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/rangueil-sauzelong-pech-david-pouvourville/153270225.htm,None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,505,CC,432.22,633.0,74.0,14.0,33.25,1,0,0,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,individual,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/bonnefoy-la-roseraie-gramont/154039375.htm,None,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,547,CC,591.5,497.0,63.0,14.0,45.5,2,1,0,1,0,1,0,3,0,1,1.0,1,0,1,0,0,0,gas,0,0,0,2.0,0,0,1,1,0,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/capitole/154115051.htm,adl immobilier,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,345,CC,440.0,633.0,665.0,41.0,11.92,1,0,0,0,0,1,0,0,0,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/154115069.htm,sng extensia,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,654,CC,559.5,563.735,49.0,11.0,64.75,3,1,0,1,29,1,0,2,1,0,1.0,1,1,0,0,0,1,individual_gas,1,0,0,1.0,0,0,1,0,0,0,0,0,0,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/fontaine-bayonne-cartoucherie/154420495.htm,None,sector2,TOULOUSE RIVE GAUCHE,n2_4,Casselardit - Fontaine-Bayonne - Cartoucherie,715,CC,605.0,623.0,128.0,30.0,55.0,3,0,0,0,0,0,1,2,1,0,1.0,1,0,0,0,0,0,individual_electrical,0,0,0,5.0,0,1,0,0,0,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/154428041.htm,sng extensia,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,525,CC,559.5,563.735,50.0,9.0,43.5,2,0,0,1,23,1,0,1,1,0,1.0,0,1,0,0,0,1,individual_gas,1,0,0,3.0,0,0,1,0,0,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/154462475.htm,sporting immobilier,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,568,CC,559.5,563.735,40.0,9.0,44.0,2,1,0,1,0,0,0,1,0,1,1.0,0,1,1,0,0,1,gas,0,0,0,1.0,0,0,1,0,1,0,0,1,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/mirail-reynerie-bellefontaine/154602757.htm,immo de france midi-pyrenees,sector6,TOULOUSE OUEST,n6_3,Mirail- Université - Reynerie - Bellefontaine,580,CC,390.0,539.0,165.0,7.0,51.0,2,0,0,1,0,1,1,1,1,1,1.0,0,0,1,0,0,0,individual_electrical,0,0,0,3.0,0,0,1,0,0,0,0,1,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/saint-simon/154804421.htm,auditia transaction - agent commercial,sector6,TOULOUSE OUEST,n6_1,Arènes Romaines - Saint Martin du Touch- Purpan,553,CC,579.84,650.0,63.0,13.0,43.01,2,0,0,1,0,1,0,1,1,0,1.0,0,0,1,0,0,1,gas,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/rangueil-sauzelong-pech-david-pouvourville/154810535.htm,None,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,645,CC,839.02,573.0,245.0,57.0,64.54,3,1,0,1,0,1,0,2,1,0,1.0,1,1,0,0,0,0,individual_gas,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/rangueil-sauzelong-pech-david-pouvourville/154810547.htm,None,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,666,CC,703.3,558.0,139.0,19.0,54.1,3,0,0,1,0,0,0,2,1,0,1.0,1,1,1,0,0,1,central,0,0,0,1.0,0,0,1,0,0,0,0,1,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/pont-des-demoiselles-montaudran-la-terrasse/154810563.htm,None,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,720,CC,500.0,650.0,191.0,44.0,66.74,4,0,0,1,0,0,0,3,1,1,1.0,1,1,0,0,0,1,individual_gas,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/cote-pavee-l-hers-la-terrasse/155647657.htm,None,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,580,+CH,441.84,526.0,161.5,11.0,42.41,2,0,0,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,individual_gas,1,1,0,2.0,0,0,1,0,0,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/cote-pavee-l-hers-la-terrasse/155682607.htm,None,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,810,CC,819.0,720.0,304.0,15.0,63.0,3,1,0,1,0,1,0,2,1,0,1.0,1,1,0,0,0,0,individual_electrical,0,0,1,2.0,0,0,0,1,0,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/155736701.htm,capitole gestion,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,660,CC,540.0,600.0,62.0,12.0,60.35,3,0,0,1,0,1,0,2,1,0,1.0,1,0,1,0,0,1,individual_gas,1,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/minimes-barriere-de-paris/155806387.htm,None,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,786,CC,597.24,711.0,138.0,4.0,71.0,3,1,0,1,0,0,1,2,1,0,1.0,1,5,0,0,0,1,individual_electrical,1,0,0,5.0,0,0,1,0,1,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/155838051.htm,nestenn by solvimo,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,870,CC,0.0,724.0,146.0,6.0,80.74,4,1,0,1,0,0,1,3,1,1,1.0,0,0,1,0,0,1,individual_electrical,2,0,0,3.0,0,0,1,1,1,0,0,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/saint-michel-le-busca-empalot-saint-agne/155864533.htm,l'agence blue,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,980,CC,649.0,885.0,188.0,13.0,82.0,4,0,0,0,0,0,0,3,1,0,1.0,1,1,0,0,0,0,individual_gas,0,0,0,1.0,0,0,1,1,1,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/les-chalets-saint-aubin-saint-etienne/147136937.htm,canavate immobilier,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,1220,CC,440.0,633.0,188.0,28.0,45.0,2,1,0,1,0,0,0,1,0,0,1.0,0,0,0,0,0,1,collective_gas,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/pont-des-demoiselles-montaudran-la-terrasse/147829395.htm,None,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,779,CC,898.93,707.0,222.0,11.0,69.15,3,1,0,1,0,0,0,2,0,0,1.0,0,0,1,0,0,1,individual_electrical,1,0,0,2.0,0,0,0,0,1,0,0,0,0,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/saint-simon/153428863.htm,None,sector6,TOULOUSE OUEST,n6_4,Saint Simon - Lafourguette - Oncopole,675,CC,586.0,610.0,59.0,10.0,61.71,3,1,0,1,24,1,1,2,1,0,1.0,1,0,1,1,0,1,individual_gas,1,0,0,1.0,0,1,0,0,1,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/153428933.htm,sng extensia,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,520,CC,559.5,563.735,50.0,5.0,40.05,2,0,0,1,0,1,0,1,0,1,1.0,0,1,0,0,0,1,individual_gas,1,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/sept-deniers-ginestous/153446903.htm,saint-pierre immobilier,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,680,CC,670.0,610.0,114.0,4.0,56.0,3,1,0,1,27,1,1,2,1,0,1.0,0,1,0,0,0,1,individual_electrical,2,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/les-chalets-saint-aubin-saint-etienne/153555051.htm,None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,960,CC,0.0,633.0,156.0,5.0,55.0,3,0,1,0,26,0,1,2,1,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,1.0,1,1,0,1,0,0,0,0,1,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/rangueil-sauzelong-pech-david-pouvourville/154568533.htm,None,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,700,CC,700.0,625.0,49.0,8.0,63.0,3,1,1,1,0,0,1,2,1,0,2.0,1,0,1,1,0,1,individual_gas,1,0,0,2.0,0,0,0,1,0,1,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/saint-michel-le-busca-empalot-saint-agne/154602701.htm,immo de france midi-pyrenees,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,553,CC,456.0,592.0,135.0,31.0,34.0,2,1,0,0,0,1,0,1,0,1,1.0,0,1,0,0,0,0,collective_gas,0,1,0,5.0,0,0,1,0,0,0,0,0,0,0,1
https://www.seloger.com/annonces/locations/appartement/toulouse-31/fontaine-lestang-bagatelle-papus-tabar-bordelongue/154602819.htm,immo de france midi-pyrenees,sector2,TOULOUSE RIVE GAUCHE,n2_3,Fontaine-Lestang - Arènes -Bagatelle - Papus - Tabar - Bordelongue - Mermoz - La Faourette,839,CC,0.0,545.86,42.0,10.0,81.0,3,1,0,1,0,0,0,2,1,1,1.0,0,0,1,0,0,1,collective_gas,0,1,0,2.0,0,0,1,0,0,0,0,1,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/saint-michel-le-busca-empalot-saint-agne/154708613.htm,None,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,492,CC,314.0,462.0,202.0,10.0,24.19,1,1,0,0,0,1,0,0,0,1,1.0,0,0,1,0,0,1,individual_electrical,0,0,0,2.0,1,1,1,0,1,1,0,1,1,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/lalande-grand-selve/154820787.htm,immo de france midi-pyrenees,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,548,CC,559.5,563.735,180.0,8.0,41.5,2,1,0,1,0,1,1,1,1,0,1.0,0,0,1,0,0,1,individual_electrical,1,0,0,2.0,0,0,1,1,1,0,0,0,0,0,0
https://www.seloger.com/annonces/locations/appartement/toulouse-31/saint-cyprien/154820841.htm,immo de france midi-pyrenees,sector2,TOULOUSE RIVE GAUCHE,n2_1,Saint-Cyprien,767,CC,520.0,591.0,156.0,36.0,73.0,3,1,0,1,0,0,0,2,1,0,1.0,0,2,0,1,0,1,individual_gas,1,1,0,6.0,0,0,1,1,1,0,0,0,1,0,0
